Transaction ID #,Fech@_Registro,Nombre Cliente (RAW),Monto $$,Categoría_Producto/Tipo,Score (1-5),Notes & Comments,¿Es_Fraude?
4415.0,2020-07-02 22:00:00,Cliente_4414,$416.68,Juguetes,4.0,i i z w y o v i l u,0.0
4416.0,2020-07-02 23:00:00,Cliente_4415,494.75,Libros,cuatro,z l a l q z p v d c,0.0
4417.0,2020-07-03 00:00:00,Cliente_4416,421.29,Libros,cinco,w x h g f k h j z w,0.0
4418.0,2020-07-03 01:00:00,Cliente_4417,$33.76,Electrónica,tres,y g s t s e t a e y,0.0
4419.0,2020-07-03 02:00:00,Cliente_4418,342.02,Ropa,5.0,s l u p h p p w t t,0.0
4420.0,2020-07-03 03:00:00,Cliente_4419,185.31,Juguetes,cuatro,m g s m j n s j f b,0.0
4421.0,2020-07-03 04:00:00,Cliente_4420,$107.44,Juguetes,dos,x u f h k x f k m n,0.0
4422.0,2020-07-03 05:00:00,Cliente_4421,957.15 USD,Juguetes,cinco,,0.0
4423.0,,Cliente_4422,$603.37,Libros,5.0,p w a k y t u w t o,0.0
4424.0,2020-07-03 07:00:00,Cliente_4423,731.37,Electrónica,5.0,q j s a d z h q w t,0.0
4425.0,2020-07-03 08:00:00,Cliente_4424,322.21,Libros,5.0,c v g g f t q b p m,0.0
4426.0,2020-07-03 09:00:00,Cliente_4425,399.22,Libros,uno,x b p f m w c y f d,0.0
4427.0,2020-07-03 10:00:00,Cliente_4426,,Hogar,5.0,p n p v p v b j a r,0.0
4428.0,,Cliente_4427,106.0,Electrónica,4.0,u z q y m l l z b q,0.0
4429.0,2020-07-03 12:00:00,Cliente_4428,187.24,Juguetes,4.0,k a g i z a w i z h,
4430.0,2020-07-03 13:00:00,Cliente_4429,$799.54,Ropa,1.0,k a u t d w h x k x,0.0
4431.0,2020-07-03 14:00:00,,$680.77,Juguetes,5.0,m f c w d z g i q r,0.0
4432.0,2020-07-03 15:00:00,Cliente_4431,551.46,Libros,,q p t m t c j z x u,0.0
4433.0,2020-07-03 16:00:00,Cliente_4432,$480.34,Electrónica,cinco,b w g h m k y o a v,0.0
4434.0,2020-07-03 17:00:00,Cliente_4433,$923.21,Electrónica,4.0,j o o f k x z x z k,0.0
4435.0,2020-07-03 18:00:00,Cliente_4434,82.01,Electrónica,2.0,n c c x v f t a k f,0.0
4436.0,2020-07-03 19:00:00,Cliente_4435,287.79,Hogar,dos,h q z r x m d a p a,0.0
4437.0,2020-07-03 20:00:00,Cliente_4436,356.44,Juguetes,3.0,d f f q z a f u i l,0.0
4438.0,2020-07-03 21:00:00,Cliente_4437,$784.6,Hogar,5.0,e i z o t o z v o w,0.0
4439.0,2020-07-03 22:00:00,Cliente_4438,,,uno,h p b k o s i z c k,0.0
4440.0,2020-07-03 23:00:00,Cliente_4439,248.26,Libros,5.0,t e h v x q l u y h,0.0
4441.0,2020-07-04 00:00:00,Cliente_4440,875.56,Hogar,3.0,c q f f c a n u b k,0.0
4442.0,2020-07-04 01:00:00,,832.32,Hogar,tres,t m r q r j b n v r,
4443.0,2020-07-04 02:00:00,Cliente_4442,232.41,,tres,w j w b s e g p a u,0.0
4444.0,2020-07-04 03:00:00,Cliente_4443,405.34,,2.0,r n z i x o q m u p,0.0
4445.0,2020-07-04 04:00:00,Cliente_4444,415.58,Libros,5.0,v o e a l f c b z u,0.0
4446.0,2020-07-04 05:00:00,Cliente_4445,978.44,Juguetes,5.0,k q h j r l n y c e,0.0
4447.0,2020-07-04 06:00:00,Cliente_4446,$189.08,,uno,z s j q y a b b c s,0.0
4448.0,2020-07-04 07:00:00,Cliente_4447,801.17,Electrónica,tres,s b w a z n j s c w,0.0
4449.0,2020-07-04 08:00:00,,340.85,Libros,3.0,z d e g y a s h i i,0.0
4450.0,2020-07-04 09:00:00,Cliente_4449,733.56 USD,Hogar,4.0,,0.0
,2020-07-04 10:00:00,Cliente_4450,$425.81,Ropa,4.0,s t o l b v p r d d,0.0
,2020-07-04 11:00:00,Cliente_4451,582.58,,,g m l c x i z e t a,
4453.0,2020-07-04 12:00:00,,834.29,Ropa,cinco,k i t y k b d v k s,1.0
4454.0,2020-07-04 13:00:00,Cliente_4453,806.12,Libros,1.0,h c s q a b s f s d,0.0
4455.0,2020-07-04 14:00:00,Cliente_4454,867.76,Juguetes,uno,l v i j z q x e o q,0.0
4456.0,2020-07-04 15:00:00,Cliente_4455,69.02 USD,Libros,tres,z e n c g h x e n t,0.0
4457.0,2020-07-04 16:00:00,Cliente_4456,695.13,Electrónica,1.0,g p b z n z s u a s,0.0
,2020-07-04 17:00:00,Cliente_4457,$148.59,Libros,3.0,j p x s h n b o k i,0.0
4459.0,2020-07-04 18:00:00,Cliente_4458,421.66,Ropa,cinco,l e a n e h y y v j,0.0
4460.0,2020-07-04 19:00:00,,553.1 USD,Hogar,uno,c y j l w n v w j i,0.0
4461.0,2020-07-04 20:00:00,Cliente_4460,408.71,,3.0,o p s u e l g i d m,0.0
4462.0,2020-07-04 21:00:00,Cliente_4461,524.42,Libros,5.0,d h g n y r o b e x,0.0
,2020-07-04 22:00:00,Cliente_4462,996.56,Libros,5.0,q q l e i c q s d i,0.0
4464.0,2020-07-04 23:00:00,Cliente_4463,143.87,Hogar,tres,i m t z g h y w d j,1.0
4465.0,2020-07-05 00:00:00,,$678.7,Juguetes,3.0,b b d w f a c b l v,0.0
4466.0,2020-07-05 01:00:00,Cliente_4465,402.04,Libros,2.0,e h m m r r z j r q,0.0
4467.0,2020-07-05 02:00:00,Cliente_4466,$141.68,Libros,5.0,t x z a r l t o k y,0.0
4468.0,2020-07-05 03:00:00,Cliente_4467,167.15,Ropa,3.0,m p z y s j r l u c,
4469.0,2020-07-05 04:00:00,Cliente_4468,949.78,Ropa,5.0,f a l l h q l s s e,0.0
4470.0,,Cliente_4469,880.81,,uno,,0.0
4471.0,2020-07-05 06:00:00,Cliente_4470,907.97,Hogar,4.0,q d c d v v v z t d,0.0
4472.0,2020-07-05 07:00:00,Cliente_4471,991.62,Juguetes,cuatro,y j o f q x f o v g,0.0
4473.0,2020-07-05 08:00:00,Cliente_4472,$216.23,Libros,3.0,c x y l k w w m r x,0.0
,2020-07-05 09:00:00,Cliente_4473,$361.88,Libros,tres,k m m c z u p x u d,0.0
4475.0,,Cliente_4474,$672.53,,5.0,m x d p x m i j x k,0.0
4476.0,2020-07-05 11:00:00,Cliente_4475,488.96,Libros,3.0,e h f w s h u n z s,0.0
4477.0,,,$424.21,Hogar,5.0,t w l v m o j a r j,0.0
4478.0,2020-07-05 13:00:00,Cliente_4477,$364.23,Electrónica,3.0,s q b z v n q h b t,0.0
4479.0,2020-07-05 14:00:00,Cliente_4478,597.84,Hogar,5.0,v u p e h g p f k y,0.0
4480.0,2020-07-05 15:00:00,Cliente_4479,579.84,Electrónica,3.0,h o k z l d n k n t,1.0
4481.0,2020-07-05 16:00:00,Cliente_4480,169.84,Libros,2.0,s q h l h k z t j d,0.0
4482.0,2020-07-05 17:00:00,Cliente_4481,$477.02,Electrónica,5.0,x r g q c n u n i m,0.0
4483.0,2020-07-05 18:00:00,Cliente_4482,$557.94,Ropa,2.0,w d f i q w j r p q,0.0
4484.0,2020-07-05 19:00:00,Cliente_4483,574.58,Juguetes,2.0,a l u b x q v q j z,0.0
4485.0,2020-07-05 20:00:00,Cliente_4484,218.01,Libros,2.0,a a m c y c m z p c,0.0
4486.0,2020-07-05 21:00:00,Cliente_4485,744.85,Juguetes,2.0,e q j l d b j u x e,0.0
4487.0,2020-07-05 22:00:00,Cliente_4486,$34.95,Libros,uno,w c m q j i y k x t,0.0
4488.0,2020-07-05 23:00:00,Cliente_4487,$361.28,Juguetes,4.0,t f i n d e e b b k,0.0
4489.0,2020-07-06 00:00:00,Cliente_4488,782.41,Ropa,uno,x k l j e b v r s n,0.0
4490.0,2020-07-06 01:00:00,Cliente_4489,$568.25,Juguetes,tres,k q l g e a o z z t,0.0
4491.0,2020-07-06 02:00:00,Cliente_4490,268.55,Electrónica,3.0,,0.0
4492.0,2020-07-06 03:00:00,Cliente_4491,$698.0,Juguetes,cuatro,,0.0
4493.0,2020-07-06 04:00:00,Cliente_4492,571.72,Libros,4.0,,0.0
4494.0,2020-07-06 05:00:00,Cliente_4493,798.28,Hogar,4.0,t h y k g e v d z m,0.0
4495.0,,Cliente_4494,$737.67,Juguetes,dos,d j p e o a n j c h,0.0
4496.0,2020-07-06 07:00:00,Cliente_4495,$614.01,Juguetes,1.0,u h e a v x f u b l,0.0
4497.0,2020-07-06 08:00:00,Cliente_4496,493.3,Juguetes,tres,e d m q y w x o t m,0.0
4498.0,2020-07-06 09:00:00,Cliente_4497,$141.85,Libros,1.0,h o k c u z r m w l,0.0
4499.0,2020-07-06 10:00:00,Cliente_4498,268.72 USD,Juguetes,1.0,f n w b c u a j r p,
4500.0,2020-07-06 11:00:00,Cliente_4499,424.91,Libros,1.0,y n j z d m i h u u,0.0
4501.0,2020-07-06 12:00:00,Cliente_4500,$603.31,Libros,4.0,k g e h r k g a v y,0.0
4502.0,2020-07-06 13:00:00,Cliente_4501,518.57,Hogar,cuatro,s k k t i i m g r o,0.0
4503.0,2020-07-06 14:00:00,Cliente_4502,$295.3,Electrónica,3.0,b d w r c k v t i r,0.0
4504.0,2020-07-06 15:00:00,,16.4,Libros,3.0,b d p l t q j h p b,0.0
4505.0,2020-07-06 16:00:00,,$501.28,Ropa,3.0,u f m a q k y a a i,0.0
4506.0,2020-07-06 17:00:00,Cliente_4505,292.77,Juguetes,uno,u v g l e t k g i z,0.0
4507.0,2020-07-06 18:00:00,Cliente_4506,737.26,Ropa,4.0,k h t x w c p x i k,0.0
4508.0,2020-07-06 19:00:00,,33.71,Juguetes,2.0,g w r m b c v n c j,0.0
4509.0,2020-07-06 20:00:00,Cliente_4508,588.98,Hogar,1.0,s r e z c p y t d w,0.0
4510.0,2020-07-06 21:00:00,Cliente_4509,942.06,Libros,5.0,d j o b l u m y c k,0.0
4511.0,2020-07-06 22:00:00,Cliente_4510,182.67,Electrónica,1.0,r e r w y v x n w g,0.0
4512.0,2020-07-06 23:00:00,Cliente_4511,476.93,Libros,cuatro,l m o g r b f v f n,0.0
4513.0,2020-07-07 00:00:00,Cliente_4512,$100.51,Juguetes,5.0,k q j q e k n j n o,0.0
4514.0,2020-07-07 01:00:00,Cliente_4513,629.43,Electrónica,uno,a p k g a e d z a f,0.0
4515.0,2020-07-07 02:00:00,,555.03,Libros,cuatro,k v h w q o g f u g,0.0
4516.0,2020-07-07 03:00:00,Cliente_4515,413.29,Electrónica,4.0,r f m l e v f e d k,0.0
4517.0,2020-07-07 04:00:00,Cliente_4516,526.16,Juguetes,2.0,s n h o g m k w p s,0.0
,2020-07-07 05:00:00,Cliente_4517,897.61,Hogar,1.0,t y t w n d i r e x,0.0
4519.0,2020-07-07 06:00:00,,204.33,Hogar,4.0,c z v p c x k b n p,0.0
4520.0,2020-07-07 07:00:00,Cliente_4519,32.34,Libros,3.0,n t p o b a f k e d,0.0
4521.0,2020-07-07 08:00:00,Cliente_4520,863.05 USD,Ropa,4.0,g h v e j g k g d s,0.0
4522.0,2020-07-07 09:00:00,Cliente_4521,581.35,Juguetes,dos,s e x c i j d b c q,0.0
4523.0,,Cliente_4522,891.75,Libros,cuatro,,0.0
4524.0,2020-07-07 11:00:00,Cliente_4523,600.98,Libros,1.0,u b a k u h p i c f,0.0
4525.0,,,812.06,Hogar,1.0,l v a t i m v q k t,0.0
4526.0,2020-07-07 13:00:00,Cliente_4525,$435.38,Electrónica,5.0,x m z c c x d a e t,0.0
4527.0,2020-07-07 14:00:00,Cliente_4526,752.36,Juguetes,1.0,d s n z i j b k f p,0.0
4528.0,,,$913.91,Electrónica,5.0,r n z u z l t k w j,0.0
4529.0,2020-07-07 16:00:00,Cliente_4528,,Juguetes,3.0,q t b y j v p k t d,
4530.0,2020-07-07 17:00:00,Cliente_4529,188.98,Ropa,2.0,j z o o u r w g r t,0.0
4531.0,2020-07-07 18:00:00,Cliente_4530,$276.11,Hogar,3.0,f r z h c k l d m t,0.0
4532.0,2020-07-07 19:00:00,Cliente_4531,206.66,Ropa,5.0,s h e c e h z c s p,0.0
4533.0,2020-07-07 20:00:00,Cliente_4532,254.39,Libros,4.0,m z c t u o x g f l,0.0
4534.0,,Cliente_4533,313.35,Hogar,4.0,c r p j g o a t g m,0.0
4535.0,2020-07-07 22:00:00,Cliente_4534,559.58,Libros,tres,a i t i z i l f r h,0.0
4536.0,2020-07-07 23:00:00,,592.11,Ropa,cuatro,f s z p z z x j y f,0.0
4537.0,2020-07-08 00:00:00,Cliente_4536,432.23 USD,Juguetes,cinco,j l c j g z g q n x,0.0
4538.0,2020-07-08 01:00:00,Cliente_4537,619.27,Libros,dos,i c u o z r d k o o,0.0
4539.0,2020-07-08 02:00:00,Cliente_4538,$90.76,Electrónica,uno,q x g u r e n h l r,0.0
4540.0,2020-07-08 03:00:00,Cliente_4539,$96.91,Juguetes,5.0,k y z t r n c t j h,0.0
4541.0,2020-07-08 04:00:00,Cliente_4540,,Juguetes,5.0,p c h g k c f n l u,0.0
4542.0,2020-07-08 05:00:00,Cliente_4541,522.9,Ropa,1.0,k s w c c v i g l a,0.0
4543.0,2020-07-08 06:00:00,,221.85,Ropa,1.0,t u v j c m g a p x,0.0
4544.0,2020-07-08 07:00:00,Cliente_4543,$290.45,Hogar,dos,j g c c u v p w r k,0.0
4545.0,,Cliente_4544,406.31,Hogar,2.0,u d p l d b c l p b,0.0
4546.0,2020-07-08 09:00:00,Cliente_4545,$813.75,Electrónica,2.0,t c j l y q i r o r,0.0
4547.0,2020-07-08 10:00:00,Cliente_4546,23.72,Juguetes,4.0,m g x w p d j g d z,0.0
4548.0,,Cliente_4547,652.89,,5.0,,0.0
4549.0,2020-07-08 12:00:00,Cliente_4548,$672.19,Electrónica,uno,p m v m h l v q p c,0.0
4550.0,2020-07-08 13:00:00,Cliente_4549,800.67 USD,Ropa,5.0,d y t q k k t f i i,0.0
4551.0,2020-07-08 14:00:00,Cliente_4550,933.43,Electrónica,5.0,n n e y d q l n x w,0.0
4552.0,2020-07-08 15:00:00,Cliente_4551,29.94,Electrónica,dos,f j s r q c p w m g,0.0
4553.0,2020-07-08 16:00:00,Cliente_4552,162.25,Libros,2.0,j y s r d i q z f s,0.0
4554.0,2020-07-08 17:00:00,,$887.31,Hogar,5.0,f k n c l d u j f q,0.0
4555.0,2020-07-08 18:00:00,Cliente_4554,$463.93,Hogar,dos,p i z p y u l o p n,0.0
4556.0,2020-07-08 19:00:00,Cliente_4555,568.94,Juguetes,cuatro,r p n g u p t s n i,0.0
,,Cliente_4556,666.4,Hogar,uno,q d p s t h f i o d,0.0
4558.0,2020-07-08 21:00:00,,682.28,Juguetes,5.0,e b g s z a k v d x,0.0
4559.0,2020-07-08 22:00:00,Cliente_4558,$932.42,Libros,1.0,o y m a a u e r m r,0.0
4560.0,2020-07-08 23:00:00,Cliente_4559,,Hogar,cuatro,z u f g m j v v b l,0.0
4561.0,2020-07-09 00:00:00,Cliente_4560,722.96,Libros,dos,,0.0
4562.0,2020-07-09 01:00:00,,294.35,Hogar,3.0,v x q h m v z h u c,0.0
4563.0,2020-07-09 02:00:00,Cliente_4562,880.95,Hogar,cuatro,,0.0
4564.0,2020-07-09 03:00:00,Cliente_4563,58.73,,3.0,t f a e r b u c l x,0.0
4565.0,2020-07-09 04:00:00,Cliente_4564,238.77,Electrónica,1.0,,0.0
4566.0,,Cliente_4565,898.41,Electrónica,5.0,g y m m u i y h d j,0.0
4567.0,2020-07-09 06:00:00,Cliente_4566,263.63,Electrónica,dos,f v g x q o h s k b,0.0
4568.0,2020-07-09 07:00:00,Cliente_4567,228.44,Electrónica,cuatro,x f h f b d c b k b,0.0
4569.0,2020-07-09 08:00:00,Cliente_4568,146.74,Hogar,2.0,r u r t u b j t g z,0.0
4570.0,2020-07-09 09:00:00,Cliente_4569,$860.52,Ropa,tres,y d m m w z f s q y,0.0
4571.0,2020-07-09 10:00:00,Cliente_4570,505.06,Libros,3.0,s b t v x c s d z q,0.0
4572.0,2020-07-09 11:00:00,Cliente_4571,678.14,Ropa,cinco,n c j a l e e f n j,0.0
4573.0,,Cliente_4572,246.68,Ropa,tres,z r c c u a u y e w,0.0
4574.0,2020-07-09 13:00:00,,760.46 USD,Juguetes,cinco,x o x z r x u d v u,0.0
4575.0,2020-07-09 14:00:00,Cliente_4574,762.41,Electrónica,cuatro,,0.0
4576.0,2020-07-09 15:00:00,Cliente_4575,$319.47,Hogar,5.0,x l e k p o k h a e,0.0
4577.0,2020-07-09 16:00:00,Cliente_4576,,,tres,n g q b b q q g a b,0.0
4578.0,2020-07-09 17:00:00,Cliente_4577,217.59,Electrónica,1.0,q r q j m n j g i o,0.0
4579.0,2020-07-09 18:00:00,Cliente_4578,976.8,Ropa,5.0,q y v a w m f x e j,0.0
4580.0,2020-07-09 19:00:00,,649.15,Juguetes,2.0,z v y h r w r o k q,0.0
4581.0,2020-07-09 20:00:00,Cliente_4580,$935.2,Electrónica,1.0,s g o o s t a a x z,0.0
4582.0,2020-07-09 21:00:00,Cliente_4581,310.35,Libros,5.0,s x y r r h i w m d,0.0
4583.0,2020-07-09 22:00:00,Cliente_4582,$784.07,Libros,dos,l b c s r w m z r e,0.0
4584.0,2020-07-09 23:00:00,Cliente_4583,768.2,Electrónica,1.0,s l i p d u t q y n,0.0
4585.0,2020-07-10 00:00:00,Cliente_4584,694.74,Ropa,5.0,o a z e r c b q d t,0.0
4586.0,2020-07-10 01:00:00,Cliente_4585,965.98,Ropa,4.0,,0.0
4587.0,2020-07-10 02:00:00,Cliente_4586,399.62,Hogar,2.0,e f b b t l y r f s,0.0
4588.0,2020-07-10 03:00:00,Cliente_4587,139.41,Juguetes,4.0,u e c k l n p d e h,0.0
4589.0,2020-07-10 04:00:00,Cliente_4588,674.99,Ropa,3.0,e w f j x j e q j k,0.0
4590.0,2020-07-10 05:00:00,Cliente_4589,732.02,Hogar,cinco,j e p e y i p p t h,0.0
4591.0,2020-07-10 06:00:00,Cliente_4590,579.31,Libros,5.0,h t m x t l f l o s,0.0
4592.0,2020-07-10 07:00:00,Cliente_4591,214.75,Libros,2.0,v j k h n o x z l p,
4593.0,2020-07-10 08:00:00,Cliente_4592,$509.41,Libros,cinco,x i m s i o w y b m,0.0
4594.0,2020-07-10 09:00:00,Cliente_4593,$319.07,Electrónica,tres,s p y w b j q i d z,0.0
4595.0,2020-07-10 10:00:00,Cliente_4594,433.19,Juguetes,cinco,i n a w l j p q b s,0.0
4596.0,2020-07-10 11:00:00,Cliente_4595,648.77,Hogar,1.0,b u r k a y k n u v,
4597.0,2020-07-10 12:00:00,Cliente_4596,$747.76,Juguetes,4.0,n a h k t i w q e q,
,2020-07-10 13:00:00,Cliente_4597,239.9,Electrónica,3.0,e i c t v o e v s g,0.0
4599.0,2020-07-10 14:00:00,Cliente_4598,411.27,Hogar,tres,v z w d m g y c w n,0.0
4600.0,2020-07-10 15:00:00,Cliente_4599,276.47,Hogar,4.0,g w q i c r y h t o,0.0
4601.0,2020-07-10 16:00:00,Cliente_4600,$206.65,Ropa,cuatro,,0.0
,2020-07-10 17:00:00,Cliente_4601,$785.55,Juguetes,3.0,p p t l j y x q p i,0.0
,2020-07-10 18:00:00,Cliente_4602,910.16,Juguetes,cuatro,d s q i d a s b c r,1.0
4604.0,2020-07-10 19:00:00,,376.53,Ropa,2.0,,0.0
4605.0,2020-07-10 20:00:00,Cliente_4604,$753.77,Libros,4.0,s y b r h z i t q c,0.0
4606.0,2020-07-10 21:00:00,Cliente_4605,898.03,Electrónica,1.0,r x z b w j m u f x,0.0
4607.0,2020-07-10 22:00:00,Cliente_4606,847.66,Juguetes,1.0,z j t e a h a n h c,0.0
4608.0,2020-07-10 23:00:00,Cliente_4607,$190.99,Ropa,2.0,n o y k h a m l i a,
4609.0,2020-07-11 00:00:00,Cliente_4608,$956.73,Hogar,4.0,j d z d b f j l m a,0.0
4610.0,2020-07-11 01:00:00,Cliente_4609,382.91 USD,Ropa,1.0,v l u z r a w k x l,0.0
4611.0,2020-07-11 02:00:00,Cliente_4610,$345.85,Libros,5.0,h f j c v g w f w i,0.0
4612.0,2020-07-11 03:00:00,Cliente_4611,71.81,Electrónica,cuatro,u j v n e m b k q d,0.0
4613.0,2020-07-11 04:00:00,Cliente_4612,491.31,Libros,dos,d p r v k r x p l a,0.0
4614.0,2020-07-11 05:00:00,,$117.92,Hogar,4.0,n e l a e f v r a q,0.0
4615.0,2020-07-11 06:00:00,Cliente_4614,$256.05,Hogar,3.0,w j p u p i u f g g,0.0
,2020-07-11 07:00:00,Cliente_4615,$323.77,Hogar,tres,f i q l f j w s g s,0.0
,2020-07-11 08:00:00,Cliente_4616,$810.74,Hogar,1.0,g o m s m a o c u r,0.0
4618.0,2020-07-11 09:00:00,Cliente_4617,876.73,Ropa,3.0,s c s g m i r e f g,0.0
,2020-07-11 10:00:00,Cliente_4618,$309.44,Hogar,2.0,e c x a m t c m m p,0.0
4620.0,2020-07-11 11:00:00,Cliente_4619,$860.11,Hogar,uno,g t m v q v s e y e,0.0
4621.0,2020-07-11 12:00:00,Cliente_4620,858.66,Ropa,2.0,b n d w h n r s w c,0.0
4622.0,2020-07-11 13:00:00,Cliente_4621,$767.0,Hogar,dos,m u u c w p m u a h,0.0
4623.0,2020-07-11 14:00:00,Cliente_4622,155.23,Libros,tres,d w z p a u q n e h,0.0
,2020-07-11 15:00:00,,693.42,Libros,tres,c b d u q y f q c m,0.0
4625.0,2020-07-11 16:00:00,,945.57,Juguetes,2.0,,0.0
4626.0,2020-07-11 17:00:00,Cliente_4625,685.72,,tres,q m f x n g n t b q,0.0
4627.0,2020-07-11 18:00:00,Cliente_4626,$338.3,Electrónica,3.0,i e y r q o z k c k,0.0
4628.0,2020-07-11 19:00:00,Cliente_4627,505.57,Electrónica,3.0,l q k b d c d a v r,0.0
,2020-07-11 20:00:00,Cliente_4628,$649.27,Electrónica,4.0,l s q r f d o d s x,0.0
4630.0,2020-07-11 21:00:00,Cliente_4629,515.46,Ropa,2.0,i q c g g p o r z v,0.0
4631.0,2020-07-11 22:00:00,Cliente_4630,$128.75,Libros,5.0,i p v c v h y y g h,0.0
,2020-07-11 23:00:00,Cliente_4631,318.94,Electrónica,2.0,x p t l j m d x b m,0.0
4633.0,2020-07-12 00:00:00,Cliente_4632,804.37,Juguetes,1.0,u h d c v k o p y v,0.0
4634.0,2020-07-12 01:00:00,Cliente_4633,$862.8,Ropa,tres,i w h h s j i b h i,0.0
4635.0,2020-07-12 02:00:00,,145.93,Juguetes,3.0,i s n n r k j w x p,0.0
4636.0,2020-07-12 03:00:00,Cliente_4635,$952.86,Libros,5.0,x g z m o e g p f l,0.0
4637.0,2020-07-12 04:00:00,Cliente_4636,335.53 USD,Hogar,uno,p y i n p m m z t z,0.0
4638.0,2020-07-12 05:00:00,Cliente_4637,665.69,Juguetes,cuatro,t z g d g e i t u s,0.0
4639.0,,Cliente_4638,754.31,Hogar,dos,w r h c h d f w l d,0.0
4640.0,2020-07-12 07:00:00,Cliente_4639,813.83,Ropa,4.0,l x p i v b r w g g,0.0
4641.0,2020-07-12 08:00:00,Cliente_4640,946.29,Juguetes,uno,x p r o m l f j c a,0.0
4642.0,2020-07-12 09:00:00,Cliente_4641,319.79,Juguetes,5.0,i n z l j y x u z y,0.0
4643.0,,Cliente_4642,$859.92,Ropa,1.0,e c p u u j c b n t,0.0
4644.0,,Cliente_4643,140.37,Ropa,cinco,o r n s c d c y q e,0.0
4645.0,2020-07-12 12:00:00,Cliente_4644,$707.99,,4.0,d v s g d q k e r p,0.0
4646.0,2020-07-12 13:00:00,Cliente_4645,744.56,Libros,cuatro,r z i v f h r s t l,0.0
4647.0,2020-07-12 14:00:00,Cliente_4646,$680.95,Juguetes,uno,q h v w r f h h f q,0.0
4648.0,2020-07-12 15:00:00,Cliente_4647,$259.79,Juguetes,1.0,u w w p c t t f j f,0.0
4649.0,2020-07-12 16:00:00,Cliente_4648,$874.31,Ropa,3.0,h f r r r t e g n v,0.0
4650.0,2020-07-12 17:00:00,Cliente_4649,177.17,Ropa,5.0,t x d d x e m v y l,0.0
4651.0,2020-07-12 18:00:00,Cliente_4650,$63.1,Libros,tres,p c d w o n v e t z,1.0
4652.0,2020-07-12 19:00:00,,720.29,Ropa,2.0,h q e a j p v j v o,0.0
4653.0,2020-07-12 20:00:00,,$480.72,Hogar,2.0,c y o m o c k w b c,0.0
4654.0,2020-07-12 21:00:00,Cliente_4653,$850.61,Hogar,1.0,n b h z t m k d w f,0.0
4655.0,2020-07-12 22:00:00,Cliente_4654,389.56,Hogar,cuatro,k i m c z a k k n m,0.0
4656.0,2020-07-12 23:00:00,Cliente_4655,$176.6,Hogar,2.0,i p y m q o w l q u,0.0
,2020-07-13 00:00:00,Cliente_4656,838.08 USD,Libros,2.0,t o u j b k w y c p,0.0
4658.0,2020-07-13 01:00:00,,553.42,Juguetes,3.0,c e k z m d v c p n,0.0
4659.0,2020-07-13 02:00:00,Cliente_4658,$197.3,Hogar,tres,a w y s b j g a a u,0.0
4660.0,2020-07-13 03:00:00,Cliente_4659,723.18,,2.0,r o y r e z o i w u,0.0
4661.0,2020-07-13 04:00:00,Cliente_4660,516.0 USD,Hogar,1.0,i v s h j v l c j x,0.0
4662.0,2020-07-13 05:00:00,Cliente_4661,608.27,Libros,3.0,y b k f z y x e y l,0.0
4663.0,2020-07-13 06:00:00,Cliente_4662,,Ropa,2.0,z g l w t d k s k m,0.0
,2020-07-13 07:00:00,Cliente_4663,$830.42,Hogar,4.0,q p h j t y t h t r,0.0
4665.0,2020-07-13 08:00:00,,831.27,Juguetes,3.0,j u g z j p n j f c,0.0
4666.0,2020-07-13 09:00:00,Cliente_4665,712.29,Ropa,dos,v y y b q h t n m y,0.0
4667.0,2020-07-13 10:00:00,Cliente_4666,114.35,Ropa,5.0,b l d j i x o j y c,0.0
,2020-07-13 11:00:00,Cliente_4667,840.47,Juguetes,3.0,t t r h e a j r g v,0.0
4669.0,2020-07-13 12:00:00,,674.3,Ropa,cinco,m z b n v a u g n t,0.0
4670.0,2020-07-13 13:00:00,Cliente_4669,700.05,Hogar,tres,x z q y l i q l t l,0.0
4671.0,2020-07-13 14:00:00,Cliente_4670,$369.35,Ropa,3.0,o t m d t x q q b t,0.0
4672.0,2020-07-13 15:00:00,Cliente_4671,$880.49,Hogar,5.0,h j e m k g z x n b,0.0
4673.0,2020-07-13 16:00:00,Cliente_4672,728.12,Juguetes,1.0,s x n q l u y t g t,0.0
4674.0,2020-07-13 17:00:00,Cliente_4673,121.46,Electrónica,2.0,c n o k l r y p j c,0.0
4675.0,2020-07-13 18:00:00,Cliente_4674,$413.7,Juguetes,1.0,y p f x e h m q q q,0.0
4676.0,2020-07-13 19:00:00,Cliente_4675,$887.52,Hogar,1.0,e i f x a a d u y j,0.0
4677.0,2020-07-13 20:00:00,Cliente_4676,$56.72,Libros,dos,p k i u o m l j v b,0.0
4678.0,2020-07-13 21:00:00,Cliente_4677,961.8,Juguetes,4.0,s j f q b i k u c y,0.0
4679.0,2020-07-13 22:00:00,Cliente_4678,$682.37,Libros,1.0,e o z h r f m n a o,0.0
4680.0,2020-07-13 23:00:00,Cliente_4679,,Libros,uno,s d s u n p b y l v,0.0
4681.0,,Cliente_4680,$277.85,Hogar,1.0,x t y m q c g v p o,0.0
4682.0,,Cliente_4681,$256.3,,4.0,m s m z c k o d i e,0.0
4683.0,2020-07-14 02:00:00,Cliente_4682,$942.64,Electrónica,3.0,i y c a k p q l h a,
4684.0,2020-07-14 03:00:00,Cliente_4683,305.29,Ropa,5.0,r b n d q r k t b a,0.0
